cnt,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed
60,24/06/2012,3,1,6,3,0,0,2,0.66,0.6212,0.65,0.0896
13,24/06/2012,3,1,6,4,0,0,2,0.66,0.6212,0.65,0
8,24/06/2012,3,1,6,5,0,0,1,0.62,0.6061,0.69,0.1343
25,24/06/2012,3,1,6,6,0,0,1,0.64,0.6061,0.65,0.1642
71,24/06/2012,3,1,6,7,0,0,1,0.64,0.6061,0.69,0.1045
141,24/06/2012,3,1,6,8,0,0,1,0.7,0.6515,0.58,0
232,24/06/2012,3,1,6,9,0,0,1,0.72,0.6667,0.51,0
452,24/06/2012,3,1,6,10,0,0,1,0.76,0.6818,0.4,0
506,24/06/2012,3,1,6,11,0,0,1,0.76,0.6818,0.4,0.1343
556,24/06/2012,3,1,6,12,0,0,1,0.8,0.697,0.33,0.2239
585,24/06/2012,3,1,6,13,0,0,1,0.8,0.697,0.33,0.2836
551,24/06/2012,3,1,6,14,0,0,1,0.84,0.7273,0.3,0.2985
487,24/06/2012,3,1,6,15,0,0,1,0.86,0.7424,0.28,0.2239
461,24/06/2012,3,1,6,16,0,0,1,0.84,0.7273,0.3,0.2537
532,24/06/2012,3,1,6,17,0,0,1,0.84,0.7273,0.32,0.2537
534,24/06/2012,3,1,6,18,0,0,1,0.82,0.7273,0.34,0.2537
423,24/06/2012,3,1,6,19,0,0,1,0.8,0.7121,0.38,0.2985
332,24/06/2012,3,1,6,20,0,0,1,0.78,0.697,0.46,0.2537
253,24/06/2012,3,1,6,21,0,0,1,0.76,0.697,0.55,0.2239
178,24/06/2012,3,1,6,22,0,0,1,0.74,0.6818,0.55,0.1045
87,24/06/2012,3,1,6,23,0,0,1,0.74,0.6818,0.58,0.1045
68,25/06/2012,3,1,6,0,0,1,1,0.72,0.6818,0.62,0.2537
31,25/06/2012,3,1,6,1,0,1,1,0.7,0.6515,0.65,0.2239
14,25/06/2012,3,1,6,2,0,1,1,0.7,0.6515,0.7,0.2239
5,25/06/2012,3,1,6,3,0,1,1,0.68,0.6364,0.69,0.2537
4,25/06/2012,3,1,6,4,0,1,1,0.66,0.6061,0.78,0.2537
43,25/06/2012,3,1,6,5,0,1,1,0.66,0.6212,0.74,0.1642
158,25/06/2012,3,1,6,6,0,1,1,0.64,0.5909,0.78,0.1642
485,25/06/2012,3,1,6,7,0,1,1,0.66,0.6212,0.74,0.2239
608,25/06/2012,3,1,6,8,0,1,1,0.66,0.6212,0.69,0.194
268,25/06/2012,3,1,6,9,0,1,1,0.7,0.6515,0.65,0.194
184,25/06/2012,3,1,6,10,0,1,1,0.76,0.697,0.55,0.1642
181,25/06/2012,3,1,6,11,0,1,1,0.8,0.7273,0.43,0.3284
270,25/06/2012,3,1,6,12,0,1,2,0.76,0.6818,0.45,0.2985
260,25/06/2012,3,1,6,13,0,1,1,0.72,0.6667,0.51,0.2985
251,25/06/2012,3,1,6,14,0,1,1,0.78,0.697,0.43,0.2537
233,25/06/2012,3,1,6,15,0,1,1,0.78,0.6818,0.38,0.4627
414,25/06/2012,3,1,6,16,0,1,1,0.8,0.697,0.31,0.3881
833,25/06/2012,3,1,6,17,0,1,1,0.8,0.6818,0.24,0.4627
791,25/06/2012,3,1,6,18,0,1,1,0.76,0.6667,0.27,0.4478
582,25/06/2012,3,1,6,19,0,1,1,0.74,0.6515,0.27,0.4627
475,25/06/2012,3,1,6,20,0,1,1,0.72,0.6515,0.3,0.4478
331,25/06/2012,3,1,6,21,0,1,1,0.68,0.6212,0.3,0.3284
187,25/06/2012,3,1,6,22,0,1,1,0.66,0.6212,0.29,0.3881
103,25/06/2012,3,1,6,23,0,1,1,0.64,0.6212,0.33,0.3284
37,26/06/2012,3,1,6,0,0,2,1,0.62,0.6212,0.33,0.3284
30,26/06/2012,3,1,6,1,0,2,1,0.6,0.6212,0.35,0.3881
9,26/06/2012,3,1,6,2,0,2,1,0.56,0.5303,0.43,0.2836
9,26/06/2012,3,1,6,3,0,2,1,0.54,0.5152,0.45,0.2836
10,26/06/2012,3,1,6,4,0,2,1,0.54,0.5152,0.45,0.2985
39,26/06/2012,3,1,6,5,0,2,1,0.52,0.5,0.48,0.3881
188,26/06/2012,3,1,6,6,0,2,1,0.52,0.5,0.52,0.2985
552,26/06/2012,3,1,6,7,0,2,1,0.52,0.5,0.52,0.3582
656,26/06/2012,3,1,6,8,0,2,1,0.56,0.5303,0.49,0.3284
328,26/06/2012,3,1,6,9,0,2,1,0.58,0.5455,0.46,0.4179
190,26/06/2012,3,1,6,10,0,2,1,0.62,0.6212,0.41,0.3582
235,26/06/2012,3,1,6,11,0,2,1,0.64,0.6212,0.36,0.4179
308,26/06/2012,3,1,6,12,0,2,1,0.66,0.6212,0.34,0.4478
306,26/06/2012,3,1,6,13,0,2,1,0.7,0.6364,0.3,0.4627
267,26/06/2012,3,1,6,14,0,2,1,0.7,0.6364,0.3,0.4627
317,26/06/2012,3,1,6,15,0,2,1,0.72,0.6515,0.28,0.4627
416,26/06/2012,3,1,6,16,0,2,1,0.72,0.6364,0.26,0.4925
900,26/06/2012,3,1,6,17,0,2,1,0.72,0.6515,0.28,0.4179
824,26/06/2012,3,1,6,18,0,2,1,0.72,0.6515,0.28,0.3582
612,26/06/2012,3,1,6,19,0,2,1,0.72,0.6515,0.28,0.2239
505,26/06/2012,3,1,6,20,0,2,1,0.7,0.6364,0.3,0.2836
328,26/06/2012,3,1,6,21,0,2,1,0.68,0.6364,0.34,0.194
245,26/06/2012,3,1,6,22,0,2,1,0.66,0.6212,0.34,0.2537
131,26/06/2012,3,1,6,23,0,2,1,0.62,0.6212,0.41,0.1343
54,27/06/2012,3,1,6,0,0,3,1,0.62,0.6212,0.41,0.194
23,27/06/2012,3,1,6,1,0,3,1,0.6,0.6212,0.43,0.1642
14,27/06/2012,3,1,6,2,0,3,1,0.56,0.5303,0.49,0.1343
8,27/06/2012,3,1,6,3,0,3,1,0.58,0.5455,0.46,0.0896
11,27/06/2012,3,1,6,4,0,3,1,0.6,0.6212,0.4,0.2537
36,27/06/2012,3,1,6,5,0,3,1,0.6,0.6212,0.43,0.2836
200,27/06/2012,3,1,6,6,0,3,1,0.58,0.5455,0.46,0.2836
527,27/06/2012,3,1,6,7,0,3,1,0.6,0.6212,0.43,0.3582
687,27/06/2012,3,1,6,8,0,3,1,0.62,0.6212,0.43,0.3284
282,27/06/2012,3,1,6,9,0,3,1,0.66,0.6212,0.41,0.3582
172,27/06/2012,3,1,6,10,0,3,1,0.7,0.6364,0.37,0.2537
209,27/06/2012,3,1,6,11,0,3,1,0.74,0.6515,0.3,0.3284
322,27/06/2012,3,1,6,12,0,3,1,0.76,0.6667,0.29,0.2985
321,27/06/2012,3,1,6,13,0,3,1,0.8,0.697,0.27,0.3284
270,27/06/2012,3,1,6,14,0,3,1,0.8,0.6818,0.24,0.3582
249,27/06/2012,3,1,6,15,0,3,1,0.8,0.697,0.26,0.4627
392,27/06/2012,3,1,6,16,0,3,1,0.82,0.697,0.24,0.4478
843,27/06/2012,3,1,6,17,0,3,1,0.82,0.697,0.24,0.3881
804,27/06/2012,3,1,6,18,0,3,1,0.8,0.697,0.27,0.3284
643,27/06/2012,3,1,6,19,0,3,1,0.78,0.6818,0.29,0.3284
445,27/06/2012,3,1,6,20,0,3,1,0.76,0.6667,0.31,0.194
367,27/06/2012,3,1,6,21,0,3,1,0.74,0.6515,0.35,0.1343
297,27/06/2012,3,1,6,22,0,3,1,0.72,0.6515,0.39,0.0896
159,27/06/2012,3,1,6,23,0,3,1,0.68,0.6364,0.47,0.1343
54,28/06/2012,3,1,6,0,0,4,1,0.66,0.6212,0.5,0.1045
25,28/06/2012,3,1,6,1,0,4,1,0.66,0.6212,0.54,0
13,28/06/2012,3,1,6,2,0,4,1,0.66,0.6212,0.5,0.0896
7,28/06/2012,3,1,6,3,0,4,1,0.66,0.6212,0.5,0.0896
11,28/06/2012,3,1,6,4,0,4,1,0.62,0.6061,0.61,0.1045
47,28/06/2012,3,1,6,5,0,4,1,0.62,0.6212,0.57,0.0896
193,28/06/2012,3,1,6,6,0,4,1,0.62,0.6212,0.57,0.0896
508,28/06/2012,3,1,6,7,0,4,1,0.62,0.6061,0.61,0.1045
617,28/06/2012,3,1,6,8,0,4,1,0.66,0.6212,0.5,0.1343
351,28/06/2012,3,1,6,9,0,4,1,0.7,0.6515,0.54,0.1642
184,28/06/2012,3,1,6,10,0,4,1,0.74,0.6667,0.48,0.194
211,28/06/2012,3,1,6,11,0,4,1,0.8,0.697,0.31,0.194
276,28/06/2012,3,1,6,12,0,4,1,0.84,0.7121,0.26,0.2836
236,28/06/2012,3,1,6,13,0,4,1,0.86,0.7424,0.26,0.2239
254,28/06/2012,3,1,6,14,0,4,1,0.86,0.7273,0.25,0.3284
219,28/06/2012,3,1,6,15,0,4,1,0.86,0.7273,0.25,0.3284
387,28/06/2012,3,1,6,16,0,4,1,0.88,0.7424,0.23,0.194
705,28/06/2012,3,1,6,17,0,4,1,0.88,0.7424,0.22,0.194
697,28/06/2012,3,1,6,18,0,4,1,0.86,0.7273,0.25,0.2239
571,28/06/2012,3,1,6,19,0,4,1,0.84,0.7273,0.3,0.2985
470,28/06/2012,3,1,6,20,0,4,1,0.82,0.7273,0.34,0.194
398,28/06/2012,3,1,6,21,0,4,1,0.76,0.697,0.55,0.194
274,28/06/2012,3,1,6,22,0,4,1,0.76,0.697,0.52,0.1642
171,28/06/2012,3,1,6,23,0,4,1,0.74,0.6667,0.48,0.1343
114,29/06/2012,3,1,6,0,0,5,1,0.74,0.6667,0.48,0.1343
42,29/06/2012,3,1,6,1,0,5,1,0.74,0.6667,0.51,0.1642
18,29/06/2012,3,1,6,2,0,5,1,0.72,0.6667,0.58,0.194
8,29/06/2012,3,1,6,3,0,5,1,0.72,0.6667,0.58,0.194
10,29/06/2012,3,1,6,4,0,5,1,0.7,0.6515,0.65,0.1642
45,29/06/2012,3,1,6,5,0,5,1,0.7,0.6515,0.61,0.1045
163,29/06/2012,3,1,6,6,0,5,2,0.7,0.6515,0.61,0.1642
380,29/06/2012,3,1,6,7,0,5,1,0.7,0.6515,0.61,0.1045
624,29/06/2012,3,1,6,8,0,5,2,0.74,0.6818,0.55,0.1045
300,29/06/2012,3,1,6,9,0,5,1,0.76,0.697,0.55,0.1642
171,29/06/2012,3,1,6,10,0,5,1,0.9,0.8333,0.39,0.2985
188,29/06/2012,3,1,6,11,0,5,2,0.9,0.8485,0.42,0.2836
226,29/06/2012,3,1,6,12,0,5,2,0.92,0.8788,0.4,0.2537
239,29/06/2012,3,1,6,13,0,5,1,0.94,0.8788,0.38,0.194
233,29/06/2012,3,1,6,14,0,5,1,0.96,0.9091,0.36,0.2239
230,29/06/2012,3,1,6,15,0,5,1,0.96,0.9091,0.36,0
351,29/06/2012,3,1,6,16,0,5,1,0.96,0.9091,0.36,0
539,29/06/2012,3,1,6,17,0,5,1,0.98,0.9242,0.34,0.194
464,29/06/2012,3,1,6,18,0,5,1,0.96,0.8636,0.31,0
363,29/06/2012,3,1,6,19,0,5,1,0.9,0.8788,0.47,0.194
308,29/06/2012,3,1,6,20,0,5,1,0.92,0.8939,0.42,0.2537
236,29/06/2012,3,1,6,21,0,5,2,0.86,0.8333,0.53,0.194
163,29/06/2012,3,1,6,22,0,5,3,0.82,0.8333,0.63,0.194
48,29/06/2012,3,1,6,23,0,5,3,0.82,0.8333,0.63,0.194
69,30/06/2012,3,1,6,0,0,6,3,0.64,0.5758,0.89,0.1642
58,30/06/2012,3,1,6,1,0,6,3,0.64,0.5758,0.89,0.2239
61,30/06/2012,3,1,6,2,0,6,2,0.64,0.5758,0.89,0
23,30/06/2012,3,1,6,3,0,6,2,0.64,0.5758,0.89,0
18,30/06/2012,3,1,6,4,0,6,2,0.62,0.5455,0.94,0
10,30/06/2012,3,1,6,5,0,6,1,0.64,0.5758,0.89,0.1642
42,30/06/2012,3,1,6,6,0,6,1,0.64,0.5758,0.89,0.1642
92,30/06/2012,3,1,6,7,0,6,1,0.64,0.5758,0.89,0.1642
194,30/06/2012,3,1,6,8,0,6,1,0.64,0.5758,0.89,0.1642
275,30/06/2012,3,1,6,9,0,6,1,0.64,0.5758,0.89,0.1642
404,30/06/2012,3,1,6,10,0,6,1,0.88,0.7727,0.3,0.2537
452,30/06/2012,3,1,6,11,0,6,1,0.88,0.7727,0.3,0.2537
471,30/06/2012,3,1,6,12,0,6,1,0.88,0.7727,0.3,0.2537
428,30/06/2012,3,1,6,13,0,6,1,0.88,0.7727,0.3,0.2537
409,30/06/2012,3,1,6,14,0,6,1,0.88,0.7727,0.3,0.2537
404,30/06/2012,3,1,6,15,0,6,1,0.88,0.7727,0.3,0.2537
373,30/06/2012,3,1,6,16,0,6,1,0.9,0.7879,0.29,0.1642
362,30/06/2012,3,1,6,17,0,6,1,0.88,0.7727,0.32,0.1343
339,30/06/2012,3,1,6,18,0,6,1,0.88,0.7879,0.35,0
374,30/06/2012,3,1,6,19,0,6,1,0.84,0.7576,0.44,0.2537
292,30/06/2012,3,1,6,20,0,6,1,0.82,0.7727,0.52,0.1642
213,30/06/2012,3,1,6,21,0,6,1,0.82,0.7727,0.52,0.1642
172,30/06/2012,3,1,6,22,0,6,1,0.78,0.7424,0.62,0.1642
152,30/06/2012,3,1,6,23,0,6,1,0.78,0.7424,0.62,0.0896
149,01/07/2012,3,1,7,0,0,0,1,0.76,0.7273,0.66,0
93,01/07/2012,3,1,7,1,0,0,1,0.74,0.697,0.7,0.1343
90,01/07/2012,3,1,7,2,0,0,1,0.72,0.697,0.74,0.0896
33,01/07/2012,3,1,7,3,0,0,1,0.72,0.7121,0.84,0.1343
4,01/07/2012,3,1,7,4,0,0,1,0.7,0.6667,0.79,0.194
10,01/07/2012,3,1,7,5,0,0,1,0.68,0.6364,0.79,0.1045
27,01/07/2012,3,1,7,6,0,0,1,0.7,0.6667,0.79,0.0896
50,01/07/2012,3,1,7,7,0,0,1,0.74,0.697,0.7,0
142,01/07/2012,3,1,7,8,0,0,1,0.78,0.7424,0.62,0.1045
219,01/07/2012,3,1,7,9,0,0,1,0.82,0.7879,0.56,0
366,01/07/2012,3,1,7,10,0,0,1,0.86,0.7879,0.44,0.2985
377,01/07/2012,3,1,7,11,0,0,1,0.88,0.803,0.39,0.2239
433,01/07/2012,3,1,7,12,0,0,1,0.9,0.8182,0.37,0.2239
420,01/07/2012,3,1,7,13,0,0,1,0.92,0.8333,0.33,0.2537
444,01/07/2012,3,1,7,14,0,0,1,0.92,0.8333,0.33,0.2537
345,01/07/2012,3,1,7,15,0,0,1,0.9,0.8182,0.37,0.2836
313,01/07/2012,3,1,7,16,0,0,1,0.92,0.8333,0.33,0.2985
413,01/07/2012,3,1,7,17,0,0,1,0.92,0.803,0.26,0.2985
370,01/07/2012,3,1,7,18,0,0,1,0.88,0.7727,0.32,0.3582
382,01/07/2012,3,1,7,19,0,0,1,0.84,0.7424,0.39,0.1343
332,01/07/2012,3,1,7,20,0,0,1,0.84,0.7424,0.39,0.1343
258,01/07/2012,3,1,7,21,0,0,1,0.84,0.7424,0.39,0.1343
151,01/07/2012,3,1,7,22,0,0,1,0.82,0.7424,0.43,0.1343
110,01/07/2012,3,1,7,23,0,0,3,0.78,0.7121,0.52,0.1642
43,02/07/2012,3,1,7,0,0,1,2,0.76,0.7121,0.58,0.2239
17,02/07/2012,3,1,7,1,0,1,2,0.76,0.7121,0.58,0.194
15,02/07/2012,3,1,7,2,0,1,2,0.74,0.6667,0.51,0.2537
5,02/07/2012,3,1,7,3,0,1,2,0.72,0.6667,0.54,0.4179
12,02/07/2012,3,1,7,4,0,1,2,0.72,0.6667,0.54,0.2985
40,02/07/2012,3,1,7,5,0,1,2,0.72,0.6667,0.51,0
136,02/07/2012,3,1,7,6,0,1,1,0.7,0.6515,0.58,0.1045
398,02/07/2012,3,1,7,7,0,1,1,0.74,0.6667,0.51,0.1045
568,02/07/2012,3,1,7,8,0,1,1,0.76,0.697,0.52,0.194
295,02/07/2012,3,1,7,9,0,1,1,0.78,0.697,0.46,0.2537
174,02/07/2012,3,1,7,10,0,1,1,0.8,0.7273,0.43,0.2537
201,02/07/2012,3,1,7,11,0,1,1,0.84,0.7273,0.28,0.2985
257,02/07/2012,3,1,7,12,0,1,1,0.84,0.7273,0.32,0.194
236,02/07/2012,3,1,7,13,0,1,1,0.86,0.7576,0.34,0.2239
230,02/07/2012,3,1,7,14,0,1,1,0.86,0.7576,0.34,0.2239
234,02/07/2012,3,1,7,15,0,1,1,0.84,0.7424,0.36,0.194
365,02/07/2012,3,1,7,16,0,1,1,0.84,0.7424,0.36,0.2836
747,02/07/2012,3,1,7,17,0,1,1,0.84,0.7273,0.32,0.1343
730,02/07/2012,3,1,7,18,0,1,1,0.84,0.7273,0.32,0.1642
581,02/07/2012,3,1,7,19,0,1,1,0.78,0.697,0.43,0.1343
395,02/07/2012,3,1,7,20,0,1,1,0.78,0.697,0.43,0.1343
258,02/07/2012,3,1,7,21,0,1,1,0.76,0.6818,0.45,0.1343
188,02/07/2012,3,1,7,22,0,1,1,0.74,0.6667,0.51,0.1642
102,02/07/2012,3,1,7,23,0,1,1,0.74,0.6667,0.51,0.1045
53,03/07/2012,3,1,7,0,0,2,1,0.72,0.6667,0.54,0
14,03/07/2012,3,1,7,1,0,2,1,0.72,0.6667,0.58,0
10,03/07/2012,3,1,7,2,0,2,1,0.72,0.6667,0.58,0
2,03/07/2012,3,1,7,3,0,2,1,0.7,0.6515,0.65,0.1343
6,03/07/2012,3,1,7,4,0,2,1,0.68,0.6364,0.65,0.1045
35,03/07/2012,3,1,7,5,0,2,1,0.7,0.6515,0.61,0
154,03/07/2012,3,1,7,6,0,2,1,0.7,0.6515,0.65,0.1343
483,03/07/2012,3,1,7,7,0,2,1,0.74,0.6818,0.58,0
646,03/07/2012,3,1,7,8,0,2,1,0.74,0.6818,0.62,0.0896
272,03/07/2012,3,1,7,9,0,2,1,0.8,0.7424,0.49,0.1642
209,03/07/2012,3,1,7,10,0,2,1,0.82,0.7424,0.43,0.2239
217,03/07/2012,3,1,7,11,0,2,1,0.86,0.7576,0.34,0.194
272,03/07/2012,3,1,7,12,0,2,1,0.88,0.7576,0.28,0.194
283,03/07/2012,3,1,7,13,0,2,1,0.9,0.7727,0.25,0.1343
310,03/07/2012,3,1,7,14,0,2,1,0.9,0.7727,0.25,0.194
401,03/07/2012,3,1,7,15,0,2,2,0.9,0.7727,0.24,0
527,03/07/2012,3,1,7,16,0,2,2,0.9,0.7727,0.24,0.194
722,03/07/2012,3,1,7,17,0,2,2,0.86,0.7424,0.3,0.1642
627,03/07/2012,3,1,7,18,0,2,2,0.86,0.7424,0.3,0
497,03/07/2012,3,1,7,19,0,2,2,0.84,0.7424,0.36,0.1343
376,03/07/2012,3,1,7,20,0,2,3,0.76,0.697,0.55,0.4925
196,03/07/2012,3,1,7,21,0,2,2,0.7,0.6515,0.7,0.2836
177,03/07/2012,3,1,7,22,0,2,1,0.68,0.6364,0.79,0.194
171,03/07/2012,3,1,7,23,0,2,1,0.66,0.6061,0.83,0
159,04/07/2012,3,1,7,0,1,3,1,0.68,0.6364,0.79,0.0896
123,04/07/2012,3,1,7,1,1,3,1,0.68,0.6364,0.74,0
93,04/07/2012,3,1,7,2,1,3,1,0.66,0.6061,0.83,0.1343
32,04/07/2012,3,1,7,3,1,3,1,0.68,0.6364,0.74,0.194
16,04/07/2012,3,1,7,4,1,3,1,0.68,0.6364,0.69,0.2537
19,04/07/2012,3,1,7,5,1,3,1,0.66,0.6212,0.69,0
32,04/07/2012,3,1,7,6,1,3,1,0.66,0.6212,0.69,0
72,04/07/2012,3,1,7,7,1,3,1,0.68,0.6364,0.65,0
153,04/07/2012,3,1,7,8,1,3,1,0.7,0.6515,0.61,0.1045
293,04/07/2012,3,1,7,9,1,3,1,0.76,0.697,0.52,0
447,04/07/2012,3,1,7,10,1,3,1,0.8,0.7273,0.46,0
485,04/07/2012,3,1,7,11,1,3,1,0.82,0.7576,0.46,0.1343
494,04/07/2012,3,1,7,12,1,3,1,0.86,0.7879,0.41,0.2239
499,04/07/2012,3,1,7,13,1,3,1,0.9,0.8182,0.35,0
547,04/07/2012,3,1,7,14,1,3,1,0.9,0.8182,0.37,0.1642
454,04/07/2012,3,1,7,15,1,3,1,0.92,0.8485,0.35,0.2985
389,04/07/2012,3,1,7,16,1,3,1,0.92,0.8485,0.35,0.2537
414,04/07/2012,3,1,7,17,1,3,1,0.92,0.8485,0.35,0.2985
430,04/07/2012,3,1,7,18,1,3,1,0.9,0.8485,0.42,0.194
432,04/07/2012,3,1,7,19,1,3,1,0.86,0.803,0.47,0.2239
551,04/07/2012,3,1,7,20,1,3,1,0.86,0.803,0.47,0.2239
584,04/07/2012,3,1,7,21,1,3,1,0.84,0.803,0.53,0.1343
502,04/07/2012,3,1,7,22,1,3,1,0.82,0.7879,0.56,0.2239
183,04/07/2012,3,1,7,23,1,3,2,0.78,0.697,0.43,0.0896
88,05/07/2012,3,1,7,0,0,4,1,0.74,0.6667,0.51,0.1045
30,05/07/2012,3,1,7,1,0,4,1,0.74,0.6667,0.51,0.2836
18,05/07/2012,3,1,7,2,0,4,1,0.74,0.6667,0.51,0
7,05/07/2012,3,1,7,3,0,4,1,0.72,0.6667,0.54,0.194
7,05/07/2012,3,1,7,4,0,4,1,0.72,0.6667,0.58,0
29,05/07/2012,3,1,7,5,0,4,1,0.72,0.6818,0.62,0
133,05/07/2012,3,1,7,6,0,4,1,0.72,0.6667,0.58,0
343,05/07/2012,3,1,7,7,0,4,1,0.76,0.697,0.55,0
550,05/07/2012,3,1,7,8,0,4,1,0.8,0.7424,0.49,0.1343
293,05/07/2012,3,1,7,9,0,4,1,0.84,0.7879,0.49,0.2985
186,05/07/2012,3,1,7,10,0,4,1,0.86,0.7879,0.44,0.3582
244,05/07/2012,3,1,7,11,0,4,1,0.9,0.8182,0.35,0.2985
276,05/07/2012,3,1,7,12,0,4,1,0.9,0.8182,0.35,0.3582
310,05/07/2012,3,1,7,13,0,4,1,0.92,0.8333,0.33,0.2239
241,05/07/2012,3,1,7,14,0,4,1,0.92,0.8333,0.33,0.3284
254,05/07/2012,3,1,7,15,0,4,1,0.92,0.8333,0.33,0.3582
433,05/07/2012,3,1,7,16,0,4,1,0.92,0.8333,0.33,0.2537
689,05/07/2012,3,1,7,17,0,4,1,0.92,0.8485,0.35,0.1642
607,05/07/2012,3,1,7,18,0,4,2,0.9,0.8333,0.39,0.3284
503,05/07/2012,3,1,7,19,0,4,2,0.88,0.803,0.39,0.2537
321,05/07/2012,3,1,7,20,0,4,2,0.86,0.7879,0.41,0.2239
323,05/07/2012,3,1,7,21,0,4,1,0.84,0.7727,0.47,0.194
225,05/07/2012,3,1,7,22,0,4,1,0.82,0.803,0.59,0.1343
131,05/07/2012,3,1,7,23,0,4,1,0.8,0.7576,0.55,0.1642
102,06/07/2012,3,1,7,0,0,5,1,0.78,0.7424,0.62,0.1343
29,06/07/2012,3,1,7,1,0,5,1,0.78,0.7273,0.55,0.2239
17,06/07/2012,3,1,7,2,0,5,1,0.76,0.7121,0.62,0.1343
7,06/07/2012,3,1,7,3,0,5,2,0.74,0.697,0.7,0.194
6,06/07/2012,3,1,7,4,0,5,1,0.74,0.697,0.66,0.2239
35,06/07/2012,3,1,7,5,0,5,1,0.74,0.697,0.66,0.194
131,06/07/2012,3,1,7,6,0,5,1,0.74,0.697,0.66,0.194
353,06/07/2012,3,1,7,7,0,5,1,0.78,0.697,0.46,0.1343
585,06/07/2012,3,1,7,8,0,5,1,0.8,0.7121,0.41,0.1642
304,06/07/2012,3,1,7,9,0,5,1,0.82,0.7273,0.36,0.1343
210,06/07/2012,3,1,7,10,0,5,1,0.86,0.7424,0.3,0
233,06/07/2012,3,1,7,11,0,5,1,0.84,0.7273,0.32,0.0896
331,06/07/2012,3,1,7,12,0,5,1,0.88,0.7576,0.28,0.1045
293,06/07/2012,3,1,7,13,0,5,1,0.9,0.7879,0.27,0.1045
275,06/07/2012,3,1,7,14,0,5,1,0.9,0.803,0.31,0.1642
285,06/07/2012,3,1,7,15,0,5,1,0.92,0.8182,0.29,0.194
369,06/07/2012,3,1,7,16,0,5,1,0.92,0.8182,0.29,0.1045
576,06/07/2012,3,1,7,17,0,5,1,0.92,0.8182,0.29,0
560,06/07/2012,3,1,7,18,0,5,1,0.9,0.803,0.33,0.2537
418,06/07/2012,3,1,7,19,0,5,1,0.88,0.7879,0.35,0.2239
336,06/07/2012,3,1,7,20,0,5,1,0.86,0.7727,0.39,0.1045
300,06/07/2012,3,1,7,21,0,5,1,0.82,0.7727,0.52,0.1343
288,06/07/2012,3,1,7,22,0,5,1,0.8,0.7576,0.55,0.194
164,06/07/2012,3,1,7,23,0,5,1,0.8,0.7879,0.63,0.1045
150,07/07/2012,3,1,7,0,0,6,1,0.78,0.7576,0.66,0.1343
71,07/07/2012,3,1,7,1,0,6,1,0.76,0.7273,0.7,0.1642
58,07/07/2012,3,1,7,2,0,6,1,0.76,0.7424,0.72,0.1642
31,07/07/2012,3,1,7,3,0,6,1,0.74,0.7121,0.74,0.1343
16,07/07/2012,3,1,7,4,0,6,1,0.74,0.7121,0.74,0.1642
14,07/07/2012,3,1,7,5,0,6,1,0.74,0.7121,0.74,0.194
31,07/07/2012,3,1,7,6,0,6,1,0.74,0.7121,0.74,0.1045
71,07/07/2012,3,1,7,7,0,6,1,0.78,0.7576,0.66,0.1045
152,07/07/2012,3,1,7,8,0,6,1,0.82,0.8333,0.63,0.194
256,07/07/2012,3,1,7,9,0,6,1,0.84,0.8333,0.59,0.1642
325,07/07/2012,3,1,7,10,0,6,1,0.92,0.8636,0.37,0.2239
367,07/07/2012,3,1,7,11,0,6,1,0.94,0.8788,0.38,0.194
342,07/07/2012,3,1,7,12,0,6,1,0.96,0.8636,0.31,0.3582
360,07/07/2012,3,1,7,13,0,6,2,0.96,0.8636,0.31,0.2537
308,07/07/2012,3,1,7,14,0,6,2,0.96,0.8636,0.3,0.1343
306,07/07/2012,3,1,7,15,0,6,1,0.96,0.8485,0.26,0
294,07/07/2012,3,1,7,16,0,6,1,1,0.8636,0.19,0.1642
279,07/07/2012,3,1,7,17,0,6,1,0.96,0.8485,0.26,0.1343
277,07/07/2012,3,1,7,18,0,6,1,0.94,0.8333,0.29,0.0896
287,07/07/2012,3,1,7,19,0,6,1,0.92,0.8333,0.33,0.1343
276,07/07/2012,3,1,7,20,0,6,1,0.9,0.8182,0.37,0.1642
201,07/07/2012,3,1,7,21,0,6,1,0.88,0.7879,0.37,0.194
220,07/07/2012,3,1,7,22,0,6,1,0.84,0.8333,0.59,0.194
148,07/07/2012,3,1,7,23,0,6,1,0.84,0.8182,0.56,0.1642
147,08/07/2012,3,1,7,0,0,0,1,0.82,0.7879,0.56,0.1343
124,08/07/2012,3,1,7,1,0,0,1,0.82,0.7879,0.56,0.1045
70,08/07/2012,3,1,7,2,0,0,1,0.82,0.7727,0.52,0.1045
35,08/07/2012,3,1,7,3,0,0,1,0.8,0.7727,0.59,0.1045
13,08/07/2012,3,1,7,4,0,0,1,0.78,0.7576,0.66,0.1045
6,08/07/2012,3,1,7,5,0,0,1,0.78,0.7424,0.62,0
21,08/07/2012,3,1,7,6,0,0,1,0.78,0.7727,0.7,0.1343
52,08/07/2012,3,1,7,7,0,0,1,0.8,0.803,0.66,0
130,08/07/2012,3,1,7,8,0,0,1,0.84,0.803,0.53,0.1343
242,08/07/2012,3,1,7,9,0,0,1,0.86,0.8182,0.5,0.1045
319,08/07/2012,3,1,7,10,0,0,1,0.9,0.8636,0.45,0
389,08/07/2012,3,1,7,11,0,0,1,0.92,0.8939,0.42,0.2985
